Nombre;Equipo;Partidos;Minutos;Puntos;T2 Anotados;T2 Lanzados;% T2;T3 Anotados;T3 Lanzados;% T3;T1 Anotados;T1 Lanzados;% T1;Reb. Ofensivos;Reb. Defensivos;Rebotes;Asistencias;Robos;Perdidas;Tapones;Tapones Recibidos;Mates;Faltas Cometidas;Faltas Recibidas;Valoracion;% Asist;% Tiro Efectivo;% Tiro Verdadero;GScore;TLR%;Posesiones Anotadas;Posesiones No Anotadas;Floor Percentage;Puntos por Tiro;% Rebotes;% Rebotes Def;% Rebotes Of;% Robos;Toques;Uso;Versatilidad;Win Scores;Eficiencia Ofensiva;Eficiencia Defensiva;Diferencia eficiencia
b'---, ARUMA JIMENEZ O`SHANAHAN';['SYMEL TENERIFE'];4.0;4.75;0.5;0.25;0.75;0.33;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.25;0.0;0.0;0.25;-0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'---, BARBARA FARRIS';['ROS CASARES VALENCIA'];1.0;18.0;11.0;5.0;6.0;0.83;0.0;0.0;0.0;1.0;1.0;1.0;1.0;5.0;6.0;1.0;1.0;2.0;2.0;0.0;0.0;5.0;2.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'---, BROOKE ELIZABETH';['SYMEL TENERIFE'];25.0;31.12;12.44;3.08;6.44;0.48;1.28;3.16;0.41;2.44;3.2;0.76;2.84;6.48;9.32;1.28;1.92;3.0;1.48;0.2;0.0;3.56;3.56;17.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'---, CARMEN PEREZ GONZALEZ-GRANXEIR';['YAYA MARIA BREOGAN'];3.0;1.67;0.0;0.0;0.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.33;0.33;0.33;0.0;0.67;0.0;0.0;0.0;1.0;0.0;-1.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'---, CRISTINA RAYO OJEDA';['ANDALUCIA AIFOS'];1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'---, ELENA';['FILTROS MANN ZARAGOZA'];26.0;35.27;18.77;6.65;11.88;0.56;0.12;0.58;0.2;5.12;6.12;0.84;1.96;5.0;6.96;4.31;2.35;3.73;0.46;0.38;0.19;2.12;5.85;25.77;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'---, JESSICA MOURIZ FERNANDEZ';['YAYA MARIA BREOGAN'];2.0;1.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;-0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'---, MARTA BORREGO CORPAS';['FILTROS MANN ZARAGOZA'];1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'---, MIRIAM APELES DIAZ DIAZ';['SYMEL TENERIFE'];1.0;4.0;2.0;1.0;2.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'---, NATALIA';['YAYA MARIA BREOGAN'];1.0;30.0;11.0;5.0;11.0;0.46;0.0;0.0;0.0;1.0;1.0;1.0;8.0;4.0;12.0;0.0;1.0;2.0;0.0;0.0;0.0;2.0;2.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'---, POLIMIA';['C.B. PUIG D`EN VALLS SANTA EULALIA'];26.0;34.0;15.12;5.81;9.62;0.6;0.08;0.15;0.5;3.27;4.65;0.7;2.27;4.31;6.58;1.23;1.38;3.27;0.12;0.35;0.0;2.88;5.46;18.12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
