Nombre;Equipo;Partidos;Minutos;Puntos;T2 Anotados;T2 Lanzados;% T2;T3 Anotados;T3 Lanzados;% T3;T1 Anotados;T1 Lanzados;% T1;Reb. Ofensivos;Reb. Defensivos;Rebotes;Asistencias;Robos;Perdidas;Tapones;Tapones Recibidos;Mates;Faltas Cometidas;Faltas Recibidas;Valoracion;% Asist;% Tiro Efectivo;% Tiro Verdadero;GScore;TLR%;Posesiones Anotadas;Posesiones No Anotadas;Floor Percentage;Puntos por Tiro;% Rebotes;% Rebotes Def;% Rebotes Of;% Robos;Toques;Uso;Versatilidad;Win Scores;Eficiencia Ofensiva;Eficiencia Defensiva;Diferencia eficiencia
b'ABALDE DIAZ, TAMARA';['PERFUMERIAS AVENIDA'];21.0;9.55;2.71;1.1;2.14;0.51;0.05;0.14;0.33;0.38;0.52;0.73;0.38;1.0;1.38;0.48;0.48;0.48;0.1;0.05;0.0;1.38;0.67;2.62;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ABIAN MURILLO, MARIA';['CAMPUS PROMETE'];1.0;0.63;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ADURIZ HERNANI, ONINTZA';['IDK GIPUZKOA UPV'];26.0;26.1;5.27;1.62;4.54;0.36;0.5;1.58;0.32;0.54;0.62;0.88;0.77;2.85;3.62;0.81;0.85;0.77;0.27;0.23;0.0;2.19;1.0;4.54;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'AJANOVIC, INES';['RIVAS ECOPOLIS'];19.0;28.26;9.68;3.74;8.74;0.43;0.05;0.16;0.33;2.05;2.53;0.81;1.53;3.16;4.68;0.74;1.05;1.58;0.26;0.37;0.0;2.26;2.47;9.11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ALCANTARA TENA, ANDREA';['C.B. CONQUERO HUELVA WAGEN'];9.0;1.66;1.11;0.33;0.56;0.6;0.11;0.33;0.33;0.11;0.22;0.5;0.0;0.0;0.0;0.22;0.0;0.33;0.0;0.0;0.0;0.0;0.22;0.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ANTIC, JELENA';['MANN-FILTER'];12.0;21.38;8.58;2.67;7.25;0.37;0.58;1.58;0.37;1.5;2.25;0.67;2.17;3.58;5.75;1.5;1.17;2.0;0.08;0.33;0.0;2.42;1.92;7.92;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ARGELLO CUENCA, PATRICIA';['CAMPUS PROMETE'];4.0;8.17;1.0;0.0;0.5;0.0;0.25;1.25;0.2;0.25;0.5;0.5;0.0;0.25;0.25;0.0;0.0;0.5;0.0;0.0;0.0;1.5;1.0;-1.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ARROJO JIMENEZ, MARIA BELEN';['MANN-FILTER'];26.0;29.97;9.31;3.23;7.92;0.41;0.58;2.08;0.28;1.12;2.12;0.53;0.92;2.65;3.58;2.0;1.15;1.73;0.35;0.35;0.0;2.65;1.96;6.42;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ARROYO CARRASCO, CARMEN';['C.B. CONQUERO HUELVA WAGEN'];1.0;1.12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ARROYO ZUBELDIA, LAURA';['IDK GIPUZKOA UPV'];11.0;14.4;2.91;0.73;2.0;0.36;0.45;2.27;0.2;0.09;0.45;0.2;0.73;1.09;1.82;0.18;0.18;1.18;0.09;0.09;0.0;1.91;1.0;-0.45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ASURMENDI VILLAVERDE, MARIA DEL CARMEN';['C.B. CONQUERO HUELVA WAGEN'];26.0;31.49;7.31;1.65;3.42;0.48;0.77;3.31;0.23;1.69;2.23;0.76;0.31;2.54;2.85;4.31;2.15;2.12;0.0;0.08;0.0;1.15;2.5;10.92;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'BABKINA, ELINA';['SPAR CITYLIFT GIRONA'];8.0;16.12;5.75;0.88;2.38;0.37;1.0;2.5;0.4;1.0;1.0;1.0;0.38;1.38;1.75;1.88;0.88;1.5;0.0;0.12;0.0;1.75;0.88;4.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
