Nombre;Equipo;Partidos;Minutos;Puntos;T2 Anotados;T2 Lanzados;% T2;T3 Anotados;T3 Lanzados;% T3;T1 Anotados;T1 Lanzados;% T1;Reb. Ofensivos;Reb. Defensivos;Rebotes;Asistencias;Robos;Perdidas;Tapones;Tapones Recibidos;Mates;Faltas Cometidas;Faltas Recibidas;Valoracion;% Asist;% Tiro Efectivo;% Tiro Verdadero;GScore;TLR%;Posesiones Anotadas;Posesiones No Anotadas;Floor Percentage;Puntos por Tiro;% Rebotes;% Rebotes Def;% Rebotes Of;% Robos;Toques;Uso;Versatilidad;Win Scores;Eficiencia Ofensiva;Eficiencia Defensiva;Diferencia eficiencia
b'ADAMS, DEMETRESS KEYONIA';['RC CELTA BALONCESTO'];26.0;28.25;9.73;3.77;6.27;0.6;0.0;0.04;0.0;2.19;2.92;0.75;2.58;4.31;6.88;0.62;0.96;1.81;0.65;0.19;0.0;2.31;3.81;15.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'AGUILAR LOPEZ, ELISA';['RIVAS ECOPOLIS'];24.0;27.35;8.12;2.0;6.21;0.32;0.92;3.0;0.31;1.38;1.54;0.89;0.5;1.08;1.58;2.08;0.79;1.21;0.0;0.21;0.0;0.46;1.25;5.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ALLISON, RACHEL LINDSAY';['JOPISA CIUDAD DE BURGOS'];13.0;31.46;12.85;4.08;9.62;0.42;0.77;2.15;0.36;2.38;3.0;0.79;3.31;3.15;6.46;0.62;1.77;2.31;0.31;0.85;0.0;2.62;2.54;11.23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ALTZAGA GIBAJA, SAIOA';['HONDARRIBIA - IRÚN'];2.0;2.18;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ANTOJA ROVIRA, LAURA';['PERFUMERIAS AVENIDA'];23.0;20.33;5.0;1.22;2.57;0.47;0.65;1.96;0.33;0.61;0.74;0.82;0.26;1.13;1.39;2.04;0.96;1.48;0.0;0.13;0.0;2.09;0.91;3.83;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ARGELLO CUENCA, PATRICIA';['GRAN CANARIA 2014 LA CAJA DE CANARIAS'];25.0;26.57;9.72;1.0;3.04;0.33;1.96;5.76;0.34;1.84;2.12;0.87;0.36;2.12;2.48;1.52;0.84;2.0;0.16;0.2;0.0;1.12;1.8;7.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ARIAS ALVAREZ, ALICIA';['UNB OBENASA LACTURALE'];8.0;6.19;1.38;0.62;1.12;0.56;0.0;0.12;0.0;0.12;0.25;0.5;0.38;0.5;0.88;0.25;0.0;0.88;0.0;0.25;0.0;0.75;0.12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'AROZENA ALBERDI, SARAY';['HONDARRIBIA - IRÚN'];2.0;4.17;1.0;0.5;0.5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.5;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ARREGUI MARIEZCURRENA, ITZIAR';['UNB OBENASA LACTURALE'];2.0;3.17;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.5;0.5;0.0;0.0;0.5;0.0;0.0;0.0;0.5;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ASURMENDI VILLAVERDE, MARIA DEL CARMEN';['UNB OBENASA LACTURALE'];24.0;25.31;6.46;0.79;2.08;0.38;1.17;3.83;0.3;1.38;1.67;0.82;0.17;2.0;2.17;2.04;0.83;2.67;0.04;0.21;0.0;1.79;2.04;4.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
