Nombre;Equipo;Partidos;Minutos;Puntos;T2 Anotados;T2 Lanzados;% T2;T3 Anotados;T3 Lanzados;% T3;T1 Anotados;T1 Lanzados;% T1;Reb. Ofensivos;Reb. Defensivos;Rebotes;Asistencias;Robos;Perdidas;Tapones;Tapones Recibidos;Mates;Faltas Cometidas;Faltas Recibidas;Valoracion;% Asist;% Tiro Efectivo;% Tiro Verdadero;GScore;TLR%;Posesiones Anotadas;Posesiones No Anotadas;Floor Percentage;Puntos por Tiro;% Rebotes;% Rebotes Def;% Rebotes Of;% Robos;Toques;Uso;Versatilidad;Win Scores;Eficiencia Ofensiva;Eficiencia Defensiva;Diferencia eficiencia
b' DEFORGE, ANNA LOUISE';['HONDARRIBIA - IRÚN'];11.0;15.49;3.09;1.09;4.55;0.24;0.09;0.82;0.11;0.64;0.73;0.88;0.64;1.91;2.55;0.45;0.36;0.82;0.0;0.18;0.0;0.64;0.73;1.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ABALDE DIAZ, TAMARA';['RIVAS ECOPOLIS'];23.0;21.57;7.74;2.65;6.13;0.43;0.39;0.91;0.43;1.26;2.04;0.62;1.35;3.17;4.52;0.61;0.65;1.74;0.13;0.17;0.0;1.65;2.43;7.74;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ABROMAITE, AGNE';['CIUDAD ROS CASARES VALENCIA'];5.0;17.54;5.8;2.6;6.6;0.39;0.0;0.0;0.0;0.6;1.4;0.43;0.6;1.6;2.2;0.2;1.4;0.8;0.4;0.0;0.0;2.0;1.2;3.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ADAMS, DEMETRESS KEYONIA';['EXTRUGASA'];26.0;27.5;10.54;4.5;7.92;0.57;0.0;0.04;0.0;1.54;2.42;0.63;2.46;4.38;6.85;0.77;0.92;2.77;0.38;0.15;0.0;2.35;2.81;12.65;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'AGUILAR LOPEZ, ELISA';['RIVAS ECOPOLIS'];26.0;26.53;10.31;2.08;4.46;0.47;1.58;4.23;0.37;1.42;1.46;0.97;0.12;1.04;1.15;2.62;1.04;1.38;0.0;0.38;0.0;0.62;1.38;9.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ALAA SEGURA, SHEILA';['C.B. OLESA'];13.0;29.04;7.15;1.69;4.0;0.42;0.92;3.08;0.3;1.0;1.62;0.62;0.54;3.15;3.69;0.92;0.31;2.08;0.15;0.15;0.0;2.31;2.31;4.92;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ANDERSSON, ANN KADIDJA';['GRAN CANARIA 2014 LA CAJA DE CANARIAS'];24.0;17.71;4.88;2.0;4.12;0.48;0.0;0.0;0.0;0.88;1.33;0.66;0.96;1.0;1.96;0.42;0.17;1.08;0.17;0.08;0.0;1.79;1.38;3.42;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ANOSIKE, NIKOLIKA NONYELUM';['CIUDAD ROS CASARES VALENCIA'];21.0;23.35;8.05;3.05;6.05;0.5;0.0;0.0;0.0;1.95;3.0;0.65;1.57;4.71;6.29;1.19;1.48;1.57;0.48;0.19;0.0;2.43;2.29;11.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ANTOJA ROVIRA, LAURA';['GIRONA FC'];24.0;29.04;8.71;1.54;4.29;0.36;1.33;3.42;0.39;1.62;2.29;0.71;0.42;1.79;2.21;2.54;1.42;2.08;0.0;0.17;0.0;1.67;2.75;8.21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ARGELLO CUENCA, PATRICIA';['GRAN CANARIA 2014 LA CAJA DE CANARIAS'];26.0;31.43;10.92;1.65;3.73;0.44;2.08;5.58;0.37;1.38;1.77;0.78;0.58;2.73;3.31;1.15;0.92;2.38;0.12;0.15;0.0;2.35;2.31;7.88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
