Nombre;Equipo;Partidos;Minutos;Puntos;T2 Anotados;T2 Lanzados;% T2;T3 Anotados;T3 Lanzados;% T3;T1 Anotados;T1 Lanzados;% T1;Reb. Ofensivos;Reb. Defensivos;Rebotes;Asistencias;Robos;Perdidas;Tapones;Tapones Recibidos;Mates;Faltas Cometidas;Faltas Recibidas;Valoracion;% Asist;% Tiro Efectivo;% Tiro Verdadero;GScore;TLR%;Posesiones Anotadas;Posesiones No Anotadas;Floor Percentage;Puntos por Tiro;% Rebotes;% Rebotes Def;% Rebotes Of;% Robos;Toques;Uso;Versatilidad;Win Scores;Eficiencia Ofensiva;Eficiencia Defensiva;Diferencia eficiencia
b'ABALDE DIAZ, TAMARA';['MANN-FILTER'];26.0;32.38;11.92;4.77;9.46;0.5;0.04;0.23;0.17;2.27;3.27;0.69;1.69;3.04;4.73;0.85;1.12;2.15;0.46;0.31;0.0;2.46;3.54;11.81;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ABDI, FARHIYA';['PERFUMERIAS AVENIDA'];9.0;18.72;5.78;1.44;3.78;0.38;0.78;2.78;0.28;0.56;0.67;0.83;0.44;2.33;2.78;1.56;0.78;1.33;0.0;0.11;0.0;2.67;0.89;3.22;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ADURIZ HERNANI, ONINTZA';['IDK GIPUZKOA'];26.0;23.19;3.96;1.46;3.08;0.47;0.23;0.65;0.35;0.35;0.5;0.69;0.46;2.04;2.5;1.04;0.62;1.08;0.08;0.12;0.0;1.88;0.92;3.85;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'AGIRRE MUOZ, ARRATE';['LACTURALE ART ARASKI'];23.0;15.96;5.91;1.39;3.04;0.46;0.78;2.48;0.32;0.78;0.96;0.82;0.3;1.22;1.52;0.91;1.04;1.74;0.0;0.09;0.0;1.65;0.83;3.22;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'AIROSA LIVULO, LUIANA DENISE';['CAMPUS PROMETE LF1'];3.0;5.03;0.0;0.0;0.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.33;0.67;0.67;0.0;0.0;0.33;0.33;0.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ALBERDI LARRUCEA, MARTA';['LOINTEK GERNIKA BIZKAIA'];1.0;2.63;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ALDALUR SOTO, ANE MIREN';['LACTURALE ART ARASKI'];26.0;20.46;4.88;0.85;2.04;0.42;0.81;2.81;0.29;0.77;0.85;0.91;0.42;1.96;2.38;0.69;0.62;0.69;0.08;0.12;0.0;2.27;1.58;3.88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ALIAGA ROMERO, LAURA';['EMBUTIDOS PAJARIEL BEMBIBRE PDM'];26.0;15.85;3.58;0.35;1.46;0.24;0.92;2.62;0.35;0.12;0.15;0.75;0.42;0.81;1.23;0.46;0.38;0.54;0.12;0.15;0.0;1.38;0.27;1.12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ALLEYNE, JILLIAN CHANTEL';['IDK GIPUZKOA'];22.0;23.48;10.14;4.32;7.95;0.54;0.0;0.05;0.0;1.5;2.59;0.58;2.5;7.18;9.68;1.09;0.41;1.59;0.36;0.64;0.0;1.32;2.41;15.77;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ALMINAITE, KRISITINA';['SPAR CITYLIFT GIRONA'];26.0;14.51;4.54;2.0;4.65;0.43;0.0;0.0;0.0;0.54;0.77;0.7;1.62;3.12;4.73;0.19;0.19;1.04;1.04;0.08;0.0;1.31;0.88;6.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
